new,host,ttl,a,aaaa,cname,soa,status_code,mx,ns
[x],payments.staging.sketch.com,60,"34.224.148.91, 54.210.249.96, 3.231.10.114",,"lb-public.non-prod.sketch.com, public-lb.non-prod.sketch.com","{'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],plausible.dev.sketch.com,60,"99.86.4.78, 99.86.4.46, 99.86.4.107, 99.86.4.63",,,"{'name': 'dev.sketch.com', 'ns': 'ns-1390.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.sketch.com', 'ns': 'ns-1390.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.sketch.com', 'ns': 'ns-1390.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.sketch.com', 'ns': 'ns-1390.awsdns-45.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],plausible.prod.sketch.com,180,"18.239.36.70, 18.239.36.92, 18.239.36.72, 18.239.36.80",,,"{'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],plausible.staging.sketch.com,900,,,,"{'name': 'staging.sketch.com', 'ns': 'ns-281.awsdns-35.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'staging.sketch.com', 'ns': 'ns-281.awsdns-35.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'staging.sketch.com', 'ns': 'ns-281.awsdns-35.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'staging.sketch.com', 'ns': 'ns-281.awsdns-35.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'staging.sketch.com', 'ns': 'ns-281.awsdns-35.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],plausible.test.sketch.com,60,,,,"{'name': 'test.sketch.com', 'ns': 'ns-389.awsdns-48.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'test.sketch.com', 'ns': 'ns-389.awsdns-48.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'test.sketch.com', 'ns': 'ns-389.awsdns-48.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],prego-cache.dev.sketch.com,60,,,dn7nejp9xe3hw.cloudfront.net,"{'name': 'dn7nejp9xe3hw.cloudfront.net', 'ns': 'ns-596.awsdns-10.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dn7nejp9xe3hw.cloudfront.net', 'ns': 'ns-596.awsdns-10.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dn7nejp9xe3hw.cloudfront.net', 'ns': 'ns-596.awsdns-10.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-1202.awsdns-22.org, ns-174.awsdns-21.com, ns-1927.awsdns-48.co.uk, ns-596.awsdns-10.net"
[x],prego-cache.prod.sketch.com,60,"18.244.18.79, 18.244.18.84, 18.244.18.97, 18.244.18.23","2600:9000:2038:3000:16:ee17:81c0:93a1, 2600:9000:2038:b800:16:ee17:81c0:93a1, 2600:9000:2038:1a00:16:ee17:81c0:93a1, 2600:9000:2038:f000:16:ee17:81c0:93a1, 2600:9000:2038:5800:16:ee17:81c0:93a1, 2600:9000:2038:4000:16:ee17:81c0:93a1, 2600:9000:2038:f600:16:ee17:81c0:93a1, 2600:9000:2038:da00:16:ee17:81c0:93a1",diibjcrnclmo7.cloudfront.net,"{'name': 'diibjcrnclmo7.cloudfront.net', 'ns': 'ns-774.awsdns-32.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'diibjcrnclmo7.cloudfront.net', 'ns': 'ns-774.awsdns-32.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-774.awsdns-32.net, ns-1069.awsdns-05.org, ns-1828.awsdns-36.co.uk, ns-30.awsdns-03.com"
[x],presence-new.prod.sketch.com,60,,,"lb-public.prod.sketch.com, public-lb.prod.sketch.com","{'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],presence.prod.sketch.com,60,"34.200.77.119, 34.226.47.3, 54.85.204.139",,"lb-public.prod.sketch.com, public-lb.prod.sketch.com","{'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],private-download-staging.sketch.com,300,"172.67.13.208, 104.22.36.172, 104.22.37.172",,private-download-staging.sketch.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2337827547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2337827547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2337827547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],private-download.sketch.com,300,"104.22.36.172, 104.22.37.172, 172.67.13.208",,private-download.sketch.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2337827547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2337827547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2337827547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2337827547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2337827547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],prod.sketch.com,900,,,,"{'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-171.awsdns-21.com, ns-734.awsdns-27.net, ns-1636.awsdns-12.co.uk, ns-1286.awsdns-32.org"
[x],prometheus.staging.sketch.com,47,,,"lb-public.non-prod.sketch.com, public-lb.non-prod.sketch.com","{'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],public-lb.non-prod.sketch.com,60,"34.224.148.91, 3.231.10.114, 54.210.249.96",,,"{'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],public-lb.prod.sketch.com,60,"34.226.47.3, 54.85.204.139, 34.200.77.119",,,"{'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],resources-cache.prod.sketch.com,60,"34.226.47.3, 54.85.204.139, 34.200.77.119",,"lb-public.prod.sketch.com, public-lb.prod.sketch.com","{'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],sa004-zjrbplwcqcnk5irj.dev.sketch.com,60,"34.224.148.91, 54.210.249.96, 3.231.10.114",,"lb-public.non-prod.sketch.com, public-lb.non-prod.sketch.com","{'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],shopify.staging.sketch.com,60,"54.210.249.96, 34.224.148.91, 3.231.10.114",,"lb-public.non-prod.sketch.com, public-lb.non-prod.sketch.com","{'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],sketch.com,60,"18.244.28.81, 18.244.28.45, 18.244.28.8, 18.244.28.125",,,"{'name': 'sketch.com', 'ns': 'ns-550.awsdns-04.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'sketch.com', 'ns': 'ns-550.awsdns-04.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'sketch.com', 'ns': 'ns-550.awsdns-04.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,"ns-1381.awsdns-44.org, ns-1981.awsdns-55.co.uk, ns-550.awsdns-04.net, ns-95.awsdns-11.com"
[x],sso.sketch.com,300,,,"sso.prod.sketch.com, lb-public.prod.sketch.com, public-lb.prod.sketch.com","{'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'prod.sketch.com', 'ns': 'ns-734.awsdns-27.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],staging.sketch.com,60,"3.231.10.114, 34.224.148.91, 54.210.249.96",,,"{'name': 'staging.sketch.com', 'ns': 'ns-281.awsdns-35.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'staging.sketch.com', 'ns': 'ns-281.awsdns-35.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],stats.test.sketch.com,60,"34.224.148.91, 54.210.249.96, 3.231.10.114",,"lb-public.non-prod.sketch.com, public-lb.non-prod.sketch.com","{'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],status.sketch.com,60,,,cname.instatus.com,"{'name': 'instatus.com', 'ns': 'donovan.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2337881331, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'instatus.com', 'ns': 'donovan.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2337881331, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'instatus.com', 'ns': 'donovan.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2337881331, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'instatus.com', 'ns': 'donovan.ns.cloudflare.com', 'mailbox': 'dns.cloudflare.com', 'serial': 2337881331, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,"ns-1381.awsdns-44.org, ns-1981.awsdns-55.co.uk, ns-550.awsdns-04.net, ns-95.awsdns-11.com"
[x],support.dev.sketch.com,60,"54.210.249.96, 34.224.148.91, 3.231.10.114",,"lb-public.non-prod.sketch.com, public-lb.non-prod.sketch.com","{'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'non-prod.sketch.com', 'ns': 'ns-1695.awsdns-19.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,
[x],test-download-staging.sketch.com,300,,,test-download-staging.sketch.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2337827547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2337827547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}, {'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2337827547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
[x],test-download.sketch.com,300,"104.22.37.172, 104.22.36.172, 172.67.13.208","2606:4700:10::ac43:dd0, 2606:4700:10::6816:25ac, 2606:4700:10::6816:24ac",test-download.sketch.com.cdn.cloudflare.net,"{'name': 'cloudflare.net', 'ns': 'ns1.cloudflare.net', 'mailbox': 'dns.cloudflare.com', 'serial': 2337827547, 'refresh': 10000, 'retry': 2400, 'expire': 604800, 'minttl': 1800}",NOERROR,,
